customer_id,signup_date,plan,region,acq_channel,contract_type,age,age_flag
CUST00119,2024-07-23,Basic,South,Organic,Annual,49.0,
CUST01484,2023-01-22,Premium,South,Paid Search,Annual,25.0,
CUST01434,2023-09-25,Enterprise,West,Organic,Annual,38.0,
CUST00162,2025-02-20,Standard,West,Partner,Annual,62.0,
CUST00109,2024-08-29,Standard,South,Organic,Annual,72.0,
CUST02483,2024-07-30,Basic,West,Social,Monthly,32.0,
CUST02899,2023-05-10,Basic,North,Paid Search,Monthly,22.0,
CUST02540,2023-06-03,Standard,,Referral,Annual,23.0,
CUST00721,2024-08-04,Basic,Central,Social,Annual,53.0,
CUST02932,2023-11-07,Standard,South,Social,Monthly,52.0,
CUST01096,2023-11-07,Standard,North,Paid Search,Annual,39.0,
CUST00361,2023-11-25,Basic,North,Partner,Monthly,54.0,
CUST00227,2025-01-28,Standard,North,Organic,Monthly,42.0,
CUST00918,2024-08-05,Enterprise,North,Social,Annual,29.0,
CUST01208,2023-03-02,Standard,East,Organic,Monthly,18.0,
CUST02679,2024-02-26,Basic,Central,Paid Search,Annual,67.0,
CUST00497,2023-09-11,Premium,West,Paid Search,Monthly,35.0,
CUST01907,2024-10-23,Basic,North,Organic,Monthly,20.0,
CUST00847,2025-01-24,Standard,North,Paid Search,Monthly,58.0,
CUST01107,2023-04-10,Standard,South,Social,Monthly,70.0,
CUST00464,2024-08-12,Basic,East,Paid Search,Annual,55.0,
CUST02922,2023-02-18,Enterprise,West,Organic,Monthly,53.0,
CUST00561,2023-07-22,Premium,East,Referral,Annual,23.0,
CUST01790,2023-01-25,Standard,West,Paid Search,Annual,20.0,
CUST02531,2023-03-25,Basic,North,Organic,Annual,32.0,
CUST01137,2025-01-21,Premium,North,Paid Search,Monthly,69.0,
CUST01249,2024-11-14,Basic,Central,Organic,Annual,30.0,
CUST02240,2023-11-29,Standard,South,Referral,Monthly,23.0,
CUST00935,2023-01-06,Premium,East,Organic,Annual,25.0,
CUST01007,2024-09-12,Basic,Central,Organic,Annual,37.0,
CUST01520,2023-08-27,Basic,Central,Organic,Monthly,51.0,
CUST00083,2023-03-16,Standard,Central,Organic,Annual,49.0,
CUST00143,2024-03-24,Basic,North,Social,Annual,56.0,
CUST00427,2023-01-10,Premium,North,Paid Search,Monthly,68.0,
CUST01049,2023-05-18,Basic,,Organic,Annual,60.0,
CUST00398,2024-03-10,Standard,Central,Paid Search,Annual,59.0,
CUST00342,2024-01-05,Premium,East,Paid Search,Monthly,44.0,
CUST02009,2025-01-29,Standard,North,Paid Search,Annual,27.0,
CUST02598,2023-09-16,Basic,North,Paid Search,Monthly,29.0,
CUST00248,2024-08-28,Basic,Central,Organic,Monthly,20.0,
CUST00449,2024-09-27,Basic,East,Paid Search,Monthly,70.0,
CUST02133,2024-08-12,Premium,,Referral,Annual,65.0,
CUST02975,2024-08-17,Premium,,Organic,Monthly,19.0,
CUST00418,2023-07-01,Standard,South,Organic,Monthly,31.0,
CUST00133,2024-09-25,Basic,Central,Paid Search,Annual,37.0,
CUST01534,2023-11-30,Standard,South,Organic,Monthly,47.0,
CUST00965,2024-02-08,Standard,Central,Referral,Monthly,63.0,
CUST02787,2023-07-08,Basic,South,Partner,Monthly,49.0,
CUST01747,2024-05-06,Premium,West,Social,Monthly,48.0,
CUST02182,2023-11-13,Premium,South,Social,Monthly,28.0,
CUST02429,2023-06-15,Premium,South,Partner,Annual,29.0,
CUST00507,2023-04-06,Standard,East,Organic,Annual,59.0,
CUST02160,2025-01-17,Basic,East,Referral,Annual,67.0,
CUST00495,2023-04-08,Basic,West,Partner,Annual,59.0,
CUST00794,2024-11-25,Standard,Central,Paid Search,Annual,62.0,
CUST02769,2023-10-26,Enterprise,East,Referral,Annual,62.0,
CUST02873,2023-04-16,Standard,South,Organic,Annual,31.0,
CUST02482,2024-01-15,Basic,North,Referral,Monthly,18.0,
CUST00986,2024-03-02,Enterprise,South,Referral,Monthly,62.0,
CUST00066,2024-01-27,Premium,West,Organic,Annual,47.0,
CUST01043,2024-08-19,Basic,Central,Paid Search,Monthly,36.0,
CUST00984,2023-06-01,Basic,East,Organic,Annual,60.0,
CUST01651,2023-06-01,Standard,East,Organic,Monthly,31.0,
CUST02687,2024-05-21,Standard,,Referral,Monthly,54.0,
CUST02044,2023-08-25,Standard,North,Referral,Monthly,44.0,
CUST02274,2024-07-19,Basic,South,Social,Annual,26.0,
CUST01954,2024-06-01,Standard,North,Partner,Monthly,48.0,
CUST02019,2025-02-26,Standard,South,Partner,Monthly,33.0,
CUST00952,2023-07-27,Premium,East,Referral,Annual,26.0,
CUST02377,2023-06-05,Basic,South,Referral,Annual,18.0,
CUST01901,2025-02-01,Basic,North,Social,Monthly,19.0,
CUST00435,2024-03-23,Basic,North,Paid Search,Annual,56.0,
CUST00032,2023-12-13,Basic,Central,Organic,Monthly,22.0,
CUST01420,2024-04-02,Basic,South,Paid Search,Monthly,42.0,
CUST02816,2023-01-31,Basic,West,Social,Monthly,,
CUST00271,2024-01-16,Standard,North,Social,Monthly,25.0,
CUST00486,2024-04-13,Standard,West,Paid Search,Monthly,25.0,
CUST00349,2024-04-05,Standard,,Partner,Monthly,52.0,
CUST02321,2024-08-11,Enterprise,Central,Organic,Annual,31.0,
CUST01812,2024-07-09,Premium,North,Partner,Monthly,45.0,
CUST02277,2024-11-10,Basic,West,Organic,Monthly,30.0,
CUST01947,2024-04-16,Premium,North,Organic,Annual,59.0,
CUST00125,2023-07-09,Basic,West,Organic,Monthly,66.0,
CUST00035,2025-10-01,Enterprise,Central,Referral,Monthly,48.0,
CUST00863,2023-10-21,Standard,North,Referral,Monthly,66.0,
CUST02678,2024-08-02,Basic,East,Organic,Monthly,61.0,
CUST00050,2023-09-29,Basic,East,Paid Search,Annual,22.0,
CUST02732,2024-05-13,Basic,North,Organic,Annual,66.0,
CUST00750,2025-02-03,Basic,Central,Organic,Monthly,37.0,
CUST01991,2024-09-16,Premium,,Paid Search,Monthly,44.0,
CUST00704,2023-04-05,Enterprise,West,Organic,Annual,30.0,
CUST00808,2024-01-15,Basic,North,Social,Annual,43.0,
CUST01262,2023-09-20,Standard,South,Paid Search,Monthly,30.0,
CUST02524,2025-06-01,Basic,South,Paid Search,Monthly,46.0,
CUST01829,2024-09-07,Standard,East,Organic,Monthly,45.0,
CUST01733,2023-10-29,Basic,North,Referral,Monthly,40.0,
CUST01522,2024-07-03,Standard,North,Paid Search,Annual,31.0,
CUST02817,2024-06-08,Premium,West,Organic,Monthly,58.0,
CUST00640,2024-01-19,Standard,Central,Referral,Monthly,24.0,
CUST00445,2024-08-08,Standard,West,Organic,Monthly,35.0,
CUST02754,2025-01-29,Basic,East,Paid Search,Annual,71.0,
CUST02355,2023-02-19,Premium,South,Organic,Monthly,71.0,
CUST01069,2024-05-22,Premium,West,Social,Monthly,46.0,
CUST02251,2024-01-08,Basic,Central,Referral,Monthly,68.0,
CUST00985,2024-08-14,Premium,East,Paid Search,Monthly,24.0,
CUST01630,2023-07-03,Premium,West,Organic,Annual,72.0,
CUST02227,2024-07-04,Standard,North,Organic,Monthly,57.0,
CUST00431,2023-11-19,Basic,South,Referral,Annual,63.0,
CUST02826,2023-04-20,Basic,East,Referral,Annual,62.0,
CUST00228,2024-05-03,Standard,South,Paid Search,Annual,67.0,
CUST02800,2024-04-05,Basic,North,Paid Search,Annual,,
CUST01970,2025-01-20,Basic,North,Referral,Monthly,61.0,
CUST00154,2023-01-30,Enterprise,Central,Social,Annual,37.0,
CUST00219,2023-12-04,Standard,West,Paid Search,Annual,66.0,
CUST01071,2024-10-19,Basic,North,Organic,Monthly,48.0,
CUST01510,2023-07-12,Standard,West,Organic,Monthly,53.0,
CUST02643,2024-04-07,Basic,West,Organic,Annual,55.0,
CUST02520,2024-11-03,Standard,North,Paid Search,Monthly,57.0,
CUST01999,2023-12-18,Standard,North,Organic,Monthly,18.0,
CUST00910,2024-01-16,Standard,West,Social,Monthly,33.0,
CUST01982,2023-03-10,Standard,West,Social,Monthly,26.0,
CUST01931,2024-05-13,Basic,East,Organic,Monthly,36.0,
CUST01578,2023-02-09,Enterprise,North,Paid Search,Monthly,30.0,
CUST00456,2023-03-12,Premium,West,Referral,Monthly,37.0,
CUST00132,2023-03-29,Enterprise,North,Referral,Monthly,56.0,
CUST01088,2024-07-02,Basic,West,Organic,Monthly,45.0,
CUST02593,2023-01-12,Premium,,Organic,Monthly,19.0,
CUST01941,2023-07-07,Basic,West,Organic,Monthly,62.0,
CUST00492,2024-09-10,Standard,Central,Organic,Monthly,31.0,
CUST00581,2023-03-02,Basic,Central,Social,Monthly,25.0,
CUST01004,2023-11-03,Standard,East,Referral,Monthly,54.0,
CUST02962,2024-03-21,Enterprise,North,Paid Search,Monthly,65.0,
CUST02466,2023-11-01,Standard,West,Organic,Annual,26.0,
CUST01502,2024-10-21,Basic,East,Partner,Monthly,22.0,
CUST02081,2024-10-08,Standard,East,Paid Search,Annual,29.0,
CUST02648,2024-12-04,Basic,North,Organic,Monthly,18.0,
CUST01557,2023-08-27,Standard,North,Organic,Monthly,25.0,
CUST02866,2023-07-07,Standard,Central,Organic,Annual,38.0,
CUST01397,2025-01-19,Enterprise,South,Organic,Monthly,63.0,
CUST02804,2024-02-03,Standard,East,Organic,Annual,18.0,
CUST00346,2024-08-09,Enterprise,North,Organic,Monthly,44.0,
CUST01530,2024-01-29,Enterprise,South,Referral,Monthly,62.0,
CUST00370,2024-02-15,Standard,South,Partner,Monthly,33.0,
CUST00473,2024-02-03,Basic,South,Organic,Annual,69.0,
CUST00868,2024-12-11,Standard,East,Referral,Monthly,35.0,
CUST02711,2023-06-22,Basic,Central,Referral,Monthly,69.0,
CUST01975,2023-11-25,Basic,West,Paid Search,Annual,54.0,
CUST00837,2025-09-02,Basic,West,Organic,Monthly,26.0,
CUST02924,2024-10-21,Basic,West,Paid Search,Annual,51.0,
CUST00891,2023-11-28,Premium,East,Social,Monthly,53.0,
CUST00145,2024-08-24,Enterprise,East,Referral,Annual,29.0,
CUST00840,2024-04-29,Premium,South,Paid Search,Monthly,72.0,
CUST02633,2023-01-08,Basic,North,Organic,Monthly,,NEGATIVE_AGE
CUST01956,2024-11-04,Standard,West,Organic,Monthly,27.0,
CUST02076,2024-11-10,Standard,South,Organic,Monthly,32.0,
CUST01517,2023-12-03,Standard,West,Referral,Monthly,28.0,
CUST02841,2023-06-23,Premium,Central,Organic,Monthly,61.0,
CUST01246,2024-06-11,Enterprise,,Organic,Monthly,19.0,
CUST00810,2023-06-29,Standard,West,Organic,Annual,69.0,
CUST02438,2023-03-13,Enterprise,South,Referral,Monthly,52.0,
CUST01087,2023-09-29,Basic,North,Paid Search,Annual,57.0,
CUST00911,2024-07-30,Standard,West,Social,Annual,34.0,
CUST00173,2023-02-17,Basic,North,Organic,Monthly,27.0,
CUST00815,2024-07-26,Enterprise,East,Paid Search,Annual,32.0,
CUST00680,2025-02-15,Premium,,Social,Annual,28.0,
CUST01401,2024-06-19,Basic,East,Paid Search,Monthly,36.0,
CUST01444,2024-12-24,Standard,North,Organic,Annual,43.0,
CUST01872,2025-04-01,Basic,West,Referral,Monthly,32.0,
CUST01200,2024-09-20,Standard,Central,Social,Annual,62.0,
CUST01279,2024-02-02,Basic,West,Partner,Annual,37.0,
CUST02091,2023-06-20,Standard,North,Partner,Monthly,39.0,
CUST00126,2024-06-21,Standard,North,Social,Monthly,41.0,
CUST00533,2023-05-01,Premium,North,Paid Search,Monthly,51.0,
CUST01738,2023-09-06,Standard,West,Paid Search,Annual,23.0,
CUST01952,2024-05-11,Standard,South,Organic,Monthly,56.0,
CUST00052,2024-06-02,Basic,East,Social,Annual,41.0,
CUST00875,2023-02-27,Basic,West,Organic,Monthly,30.0,
CUST00301,2023-02-05,Basic,South,Social,Monthly,42.0,
CUST00049,2024-08-01,Standard,East,Organic,Annual,33.0,
CUST00706,2024-08-25,Basic,West,Paid Search,Monthly,50.0,
CUST01465,2024-10-28,Enterprise,North,Paid Search,Monthly,30.0,
CUST02848,2024-10-18,Standard,South,Organic,Monthly,33.0,
CUST01339,2023-08-05,Basic,Central,Organic,Annual,45.0,
CUST00818,2023-04-30,Premium,East,Social,Annual,54.0,
CUST00045,2023-11-18,Basic,Central,Paid Search,Annual,51.0,
CUST02503,2024-11-23,Basic,North,Organic,Monthly,21.0,
CUST01022,2024-11-22,Basic,West,Organic,Monthly,29.0,
CUST02555,2024-03-02,Standard,East,Referral,Monthly,37.0,
CUST01441,2024-03-31,Basic,North,Social,Annual,63.0,
CUST01611,2023-11-05,Premium,Central,Partner,Monthly,46.0,
CUST01707,2023-05-16,Standard,East,Partner,Annual,45.0,
CUST02737,2023-04-14,Basic,North,Paid Search,Annual,59.0,
CUST00594,2024-10-28,Premium,South,Organic,Monthly,72.0,
CUST01550,2024-02-16,Standard,North,Paid Search,Monthly,22.0,
CUST02365,2024-02-12,Premium,Central,Organic,Annual,32.0,
CUST01046,2024-08-27,Basic,East,Social,Monthly,45.0,
CUST01076,2023-10-07,Basic,East,Social,Monthly,55.0,
CUST00046,2023-11-06,Basic,Central,Organic,Monthly,56.0,
CUST01367,2023-07-30,Enterprise,South,Social,Annual,66.0,
CUST02427,2024-11-28,Standard,North,Partner,Monthly,66.0,
CUST02797,2024-08-08,Basic,East,Social,Monthly,34.0,
CUST00723,2024-02-01,Standard,East,Partner,Monthly,,
CUST01285,2024-10-18,Standard,West,Social,Monthly,43.0,
CUST02970,2023-04-29,Basic,Central,Organic,Monthly,46.0,
CUST02408,2024-02-11,Basic,West,Organic,Annual,70.0,
CUST01794,2024-03-04,Premium,East,Organic,Monthly,45.0,
CUST00811,2024-06-14,Basic,North,Social,Monthly,62.0,
CUST01034,2024-12-11,Standard,West,Referral,Monthly,62.0,
CUST02027,2023-09-22,Premium,East,Organic,Monthly,32.0,
CUST01231,2023-12-01,Basic,Central,Referral,Annual,60.0,
CUST02336,2023-05-25,Premium,South,Referral,Monthly,27.0,
CUST02039,2024-08-19,Basic,South,Paid Search,Annual,23.0,
CUST01675,2023-07-07,Standard,East,Social,Monthly,35.0,
CUST00244,2023-06-27,Standard,,Organic,Annual,,
CUST01365,2024-04-13,Enterprise,North,Partner,Annual,57.0,
CUST02600,2024-09-08,Premium,West,Paid Search,Monthly,68.0,
CUST01168,2024-06-30,Basic,North,Paid Search,Monthly,27.0,
CUST01650,2025-02-10,Premium,North,Organic,Monthly,29.0,
CUST01579,2025-02-20,Standard,East,Social,Annual,40.0,
CUST01905,2025-01-19,Enterprise,South,Organic,Monthly,56.0,
CUST02811,2023-12-12,Basic,Central,Paid Search,Monthly,60.0,
CUST00069,2024-06-05,Basic,Central,Paid Search,Monthly,34.0,
CUST01968,2024-06-03,Premium,Central,Organic,Annual,55.0,
CUST01409,2024-03-29,Premium,North,Social,Annual,54.0,
CUST01174,2023-04-05,Basic,Central,Referral,Monthly,32.0,
CUST02864,2023-06-03,Standard,North,Organic,Monthly,69.0,
CUST00093,2023-05-12,Standard,West,Organic,Annual,42.0,
CUST02068,2023-07-19,Basic,North,Paid Search,Monthly,54.0,
CUST02545,2023-08-22,Standard,North,Referral,Monthly,47.0,
CUST00400,2023-11-04,Basic,Central,Paid Search,Annual,37.0,
CUST01412,2024-06-18,Basic,West,Paid Search,Monthly,60.0,
CUST00187,2023-06-18,Basic,West,Partner,Monthly,39.0,
CUST00708,2024-08-22,Standard,Central,Social,Annual,62.0,
CUST02028,2024-07-10,Basic,Central,Referral,Monthly,59.0,
CUST01430,2024-01-25,Enterprise,South,Referral,Monthly,20.0,
CUST01964,2023-04-08,Basic,Central,Paid Search,Monthly,,NEGATIVE_AGE
CUST00417,2023-03-02,Standard,North,Partner,Annual,66.0,
CUST01509,2024-07-19,Premium,West,Paid Search,Monthly,72.0,
CUST00470,2025-01-28,Basic,South,Referral,Monthly,45.0,
CUST00898,2023-07-26,Basic,South,Organic,Monthly,71.0,
CUST02350,2023-08-19,Standard,North,Social,Monthly,57.0,
CUST00324,2023-11-01,Standard,North,Organic,Monthly,47.0,
CUST02260,2024-12-12,Basic,Central,Organic,Monthly,,
CUST01861,2023-08-14,Basic,South,Organic,Monthly,23.0,
CUST00101,2023-08-05,Standard,,Social,Monthly,66.0,
CUST00647,2024-11-18,Basic,East,Social,Annual,53.0,
CUST02729,2023-09-15,Standard,West,Organic,Annual,26.0,
CUST01515,2024-10-06,Premium,Central,Referral,Monthly,42.0,
CUST00627,2023-03-09,Basic,Central,Paid Search,Annual,51.0,
CUST00270,2023-07-24,Premium,South,Social,Monthly,48.0,
CUST02368,2023-06-20,Basic,North,Referral,Monthly,72.0,
CUST02497,2024-02-27,Basic,South,Paid Search,Annual,60.0,
CUST02288,2024-04-28,Basic,East,Partner,Monthly,61.0,
CUST01216,2023-07-05,Premium,West,Paid Search,Monthly,44.0,
CUST02563,2023-11-17,Standard,North,Paid Search,Monthly,,
CUST01202,2023-05-15,Enterprise,West,Paid Search,Annual,26.0,
CUST02782,2024-11-15,Enterprise,Central,Social,Monthly,,NEGATIVE_AGE
CUST00738,2023-01-26,Enterprise,East,Paid Search,Monthly,49.0,
CUST01881,2023-08-04,Premium,West,Social,Monthly,66.0,
CUST00253,2023-12-18,Enterprise,North,Paid Search,Monthly,33.0,
CUST02400,2024-05-26,Premium,East,Paid Search,Monthly,69.0,
CUST02716,2023-03-10,Basic,North,Referral,Monthly,68.0,
CUST02194,2024-03-11,Basic,East,Paid Search,Annual,20.0,
CUST00826,2023-07-14,Standard,South,Organic,Monthly,34.0,
CUST00809,2024-09-20,Standard,East,Social,Monthly,67.0,
CUST01703,2024-09-24,Basic,Central,Organic,Monthly,25.0,
CUST01092,2023-06-05,Premium,West,Referral,Monthly,67.0,
CUST00461,2023-06-20,Standard,North,Referral,Monthly,59.0,
CUST01474,2023-03-12,Basic,West,Referral,Annual,56.0,
CUST02001,2025-01-07,Basic,North,Organic,Monthly,29.0,
CUST02199,2024-03-08,Premium,East,Paid Search,Annual,25.0,
CUST00827,2023-07-31,Basic,South,Social,Monthly,67.0,
CUST02456,2023-11-07,Basic,East,Partner,Monthly,70.0,
CUST00769,2024-05-28,Standard,West,Paid Search,Monthly,33.0,
CUST00198,2023-02-03,Standard,South,Paid Search,Annual,72.0,
CUST00137,2024-06-12,Standard,East,Organic,Monthly,,
CUST02798,2023-04-11,Premium,North,Social,Annual,55.0,
CUST02310,2024-10-19,Standard,West,Social,Annual,71.0,
CUST01384,2023-04-06,Standard,East,Paid Search,Annual,28.0,
CUST01503,2024-04-01,Basic,South,Paid Search,Annual,34.0,
CUST01489,2023-09-08,Enterprise,Central,Referral,Annual,36.0,
CUST01382,2024-10-26,Standard,South,Social,Monthly,52.0,
CUST01681,2023-07-14,Enterprise,North,Social,Annual,65.0,
CUST02534,2025-01-19,Standard,North,Paid Search,Monthly,23.0,
CUST02457,2024-01-12,Premium,Central,Paid Search,Monthly,,
CUST01696,2024-02-09,Standard,East,Partner,Monthly,30.0,
CUST02827,2023-09-22,Premium,South,Organic,Annual,22.0,
CUST02506,2024-08-20,Enterprise,West,Paid Search,Annual,36.0,
CUST01691,2024-05-18,Basic,Central,Paid Search,Monthly,25.0,
CUST01580,2024-06-05,Premium,East,Referral,Annual,45.0,
CUST01398,2024-04-13,Basic,Central,Social,Monthly,31.0,
CUST01731,2023-08-04,Standard,North,Referral,Monthly,41.0,
CUST02556,2024-12-01,Standard,Central,Organic,Monthly,36.0,
CUST00962,2023-07-27,Premium,North,Organic,Annual,46.0,
CUST00501,2025-01-18,Enterprise,East,Social,Annual,43.0,
CUST02780,2023-05-10,Basic,North,Organic,Monthly,38.0,
CUST01066,2024-09-10,Basic,Central,Social,Annual,41.0,
CUST01099,2024-06-12,Basic,North,Social,Monthly,30.0,
CUST01640,2025-01-09,Standard,North,Organic,Monthly,37.0,
CUST00857,2023-06-24,Basic,East,Social,Monthly,48.0,
CUST01764,2023-08-24,Basic,Central,Social,Monthly,,
CUST01399,2024-04-11,Standard,South,Partner,Monthly,25.0,
CUST00833,2023-06-28,Standard,North,Referral,Monthly,62.0,
CUST02192,2024-09-05,Premium,North,Referral,Monthly,30.0,
CUST01880,2024-06-30,Enterprise,North,Paid Search,Monthly,48.0,
CUST00937,2023-07-28,Standard,East,Paid Search,Monthly,27.0,
CUST01587,2024-11-05,Premium,Central,Paid Search,Monthly,64.0,
CUST02404,2025-11-02,Basic,South,Paid Search,Monthly,55.0,
CUST00649,2024-07-26,Premium,South,Partner,Annual,59.0,
CUST02584,2024-04-04,Basic,East,Organic,Monthly,61.0,
CUST01667,2023-04-11,Basic,South,Paid Search,Monthly,,
CUST02073,2023-12-10,Basic,Central,Referral,Monthly,62.0,
CUST00900,2024-01-11,Basic,North,Organic,Annual,59.0,
CUST01424,2023-01-20,Basic,Central,Referral,Monthly,53.0,
CUST02046,2024-05-10,Standard,West,Social,Monthly,70.0,
CUST01773,2024-02-03,Basic,South,Paid Search,Monthly,51.0,
CUST00550,2024-02-08,Basic,Central,Organic,Annual,26.0,
CUST01754,2024-05-01,Enterprise,North,Social,Monthly,29.0,
CUST01803,2024-06-08,Premium,East,Paid Search,Annual,50.0,
CUST01607,2023-11-30,Standard,South,Referral,Monthly,57.0,
CUST01143,2024-04-20,Premium,North,Social,Monthly,62.0,
CUST01187,2025-01-27,Standard,North,Social,Monthly,37.0,
CUST02519,2023-09-27,Standard,West,Paid Search,Monthly,66.0,
CUST02446,2024-10-01,Basic,West,Organic,Monthly,40.0,
CUST02974,2024-12-08,Standard,Central,Social,Monthly,54.0,
CUST01708,2023-01-19,Standard,North,Social,Monthly,51.0,
CUST02080,2023-08-02,Premium,North,Paid Search,Monthly,42.0,
CUST01854,2024-02-05,Basic,North,Paid Search,Monthly,58.0,
CUST02958,2023-01-06,Basic,West,Organic,Monthly,22.0,
CUST00537,2023-01-13,Basic,West,Paid Search,Annual,29.0,
CUST02190,2024-05-15,Standard,Central,Organic,Annual,29.0,
CUST02484,2025-02-19,Standard,Central,Paid Search,Monthly,70.0,
CUST02255,2024-12-27,Standard,South,Social,Monthly,62.0,
CUST02050,2023-07-22,Premium,West,Organic,Monthly,34.0,
CUST00513,2023-05-21,Basic,South,Referral,Annual,22.0,
CUST01195,2025-02-23,Standard,North,Referral,Monthly,38.0,
CUST01695,2024-01-03,Premium,South,Organic,Monthly,26.0,
CUST02369,2024-09-25,Basic,South,Paid Search,Annual,45.0,
CUST00019,2023-04-23,Basic,South,Social,Monthly,22.0,
CUST00820,2023-12-14,Enterprise,West,Referral,Annual,19.0,
CUST00115,2025-01-18,Standard,East,Social,Annual,23.0,
CUST00021,2024-11-27,Premium,Central,Social,Annual,39.0,
CUST01240,2024-09-23,Standard,East,Paid Search,Monthly,20.0,
CUST00807,2023-05-29,Standard,Central,Paid Search,Monthly,32.0,
CUST00858,2024-04-23,Enterprise,Central,Partner,Monthly,26.0,
CUST01139,2023-01-13,Standard,West,Partner,Monthly,36.0,
CUST01811,2023-09-06,Enterprise,South,Referral,Monthly,20.0,
CUST02375,2024-02-05,Standard,South,Social,Monthly,35.0,
CUST00908,2024-07-17,Standard,East,Referral,Monthly,56.0,
CUST01857,2024-09-13,Premium,North,Partner,Annual,48.0,
CUST01373,2024-02-28,Enterprise,West,Partner,Monthly,61.0,
CUST00547,2024-03-05,Standard,North,Partner,Monthly,,
CUST01322,2023-02-26,Premium,Central,Partner,Monthly,43.0,
CUST00084,2024-02-14,Basic,North,Social,Annual,24.0,
CUST00221,2023-04-17,Standard,,Organic,Monthly,72.0,
CUST00310,2024-10-15,Basic,East,Paid Search,Monthly,30.0,
CUST01962,2024-09-26,Standard,East,Partner,Monthly,64.0,
CUST00341,2024-08-30,Basic,Central,Paid Search,Annual,37.0,
CUST00203,2023-12-03,Premium,Central,Organic,Monthly,32.0,
CUST01914,2023-01-14,Standard,West,Paid Search,Monthly,34.0,
CUST00278,2023-01-20,Basic,South,Paid Search,Annual,51.0,
CUST01426,2024-10-13,Standard,South,Paid Search,Annual,68.0,
CUST00163,2023-09-02,Standard,South,Social,Monthly,38.0,
CUST01977,2023-07-26,Premium,West,Social,Annual,30.0,
CUST02300,2024-11-06,Basic,West,Organic,Annual,55.0,
CUST01575,2024-04-25,Basic,South,Organic,Annual,64.0,
CUST02143,2025-01-15,Standard,Central,Referral,Annual,30.0,
CUST01166,2024-08-11,Basic,East,Paid Search,Monthly,63.0,
CUST00836,2024-09-19,Basic,South,Paid Search,Monthly,62.0,
CUST02109,2024-05-03,Standard,East,Paid Search,Annual,23.0,
CUST02308,2023-07-08,Basic,South,Paid Search,Monthly,,
CUST01425,2024-10-29,Premium,East,Referral,Monthly,72.0,
CUST01381,2024-11-07,Standard,Central,Referral,Annual,69.0,
CUST02536,2024-12-17,Basic,North,Organic,Annual,66.0,
CUST00999,2023-12-11,Basic,Central,Paid Search,Monthly,61.0,
CUST00421,2023-01-18,Standard,East,Paid Search,Monthly,50.0,
CUST01097,2023-03-24,Premium,East,Referral,Monthly,20.0,
CUST00741,2024-11-17,Standard,South,Social,Monthly,24.0,
CUST01256,2025-02-20,Standard,North,Referral,Monthly,29.0,
CUST02067,2023-06-22,Basic,North,Partner,Monthly,69.0,
CUST00104,2023-02-01,Enterprise,South,Social,Monthly,33.0,
CUST01942,2023-11-17,Standard,East,Paid Search,Monthly,44.0,
CUST01464,2024-01-29,Standard,West,Social,Monthly,39.0,
CUST01476,2024-03-04,Basic,North,Paid Search,Annual,20.0,
CUST02731,2024-09-10,Enterprise,West,Paid Search,Monthly,38.0,
CUST02132,2024-07-31,Basic,Central,Referral,Annual,39.0,
CUST02344,2024-06-21,Basic,North,Organic,Annual,23.0,
CUST01080,2023-08-13,Premium,East,Organic,Monthly,,
CUST00665,2024-02-18,Basic,South,Social,Monthly,64.0,
CUST00009,2024-12-22,Basic,South,Social,Annual,72.0,
CUST00638,2024-04-15,Basic,West,Paid Search,Monthly,57.0,
CUST02994,2024-05-08,Premium,North,Referral,Annual,27.0,
CUST00391,2023-07-13,Enterprise,North,Organic,Annual,57.0,
CUST02739,2023-11-02,Enterprise,West,Organic,Monthly,37.0,
CUST00572,2023-01-31,Premium,East,Organic,Annual,51.0,
CUST02954,2023-03-20,Basic,North,Social,Annual,58.0,
CUST02580,2024-05-23,Basic,North,Organic,Monthly,28.0,
CUST00761,2023-10-09,Premium,West,Organic,Monthly,61.0,
CUST02261,2023-08-22,Basic,South,Referral,Monthly,18.0,
CUST01768,2023-05-23,Basic,South,Social,Monthly,44.0,
CUST00641,2024-05-08,Basic,East,Referral,Annual,34.0,
CUST02285,2023-06-17,Basic,West,Referral,Monthly,46.0,
CUST01957,2025-02-01,Standard,South,Paid Search,Annual,30.0,
CUST02439,2023-08-12,Enterprise,North,Social,Annual,56.0,
CUST00474,2023-03-06,Standard,Central,Organic,Monthly,47.0,
CUST02693,2025-01-06,Basic,West,Organic,Monthly,56.0,
CUST00979,2023-10-23,Standard,North,Social,Annual,18.0,
CUST01612,2023-04-29,Standard,Central,Organic,Monthly,66.0,
CUST01972,2023-08-31,Basic,,Social,Monthly,44.0,
CUST01354,2024-04-25,Basic,,Paid Search,Monthly,61.0,
CUST02772,2023-07-16,Premium,West,Social,Monthly,35.0,
CUST02930,2023-09-15,Basic,North,Social,Monthly,58.0,
CUST02690,2023-05-06,Basic,North,Organic,Monthly,24.0,
CUST01265,2023-09-22,Premium,East,Referral,Monthly,72.0,
CUST01693,2024-01-09,Standard,South,Paid Search,Monthly,46.0,
CUST02694,2024-08-07,Premium,Central,Paid Search,Monthly,19.0,
CUST02071,2023-03-30,Premium,East,Social,Monthly,40.0,
CUST01855,2023-03-20,Basic,West,Paid Search,Monthly,46.0,
CUST00064,2023-07-01,Premium,North,Organic,Annual,68.0,
