ticket_id,customer_id,created_date,category,priority,resolved,orphan_flag
TKT002008,CUST01331,2025-05-13,Feature Request,Low,Yes,False
TKT002416,CUST01586,2024-11-18,Billing,High,Yes,False
TKT001270,CUST00849,2025-02-02,Feature Request,Medium,No,False
TKT001971,CUST01310,2025-01-15,Technical,Medium,Yes,False
TKT004603,CUST98663,2023-04-08,Technical,Medium,Yes,True
TKT000728,CUST00483,2024-11-25,Account,Medium,Yes,False
TKT003266,CUST02137,2025-02-07,Account,Medium,Yes,False
TKT000445,CUST00299,2023-04-10,Technical,Low,Yes,False
TKT001224,CUST00810,2025-04-09,Other,High,Yes,False
TKT000951,CUST00619,2024-03-26,Billing,High,Yes,False
TKT000680,CUST00436,2024-09-25,Feature Request,Medium,Yes,False
TKT004155,CUST02705,2025-05-23,Technical,Low,Yes,False
TKT000982,CUST00629,2023-12-04,Account,Low,Yes,False
TKT004056,CUST02622,2023-11-10,Technical,Medium,Yes,False
TKT000430,CUST00291,2025-04-02,Account,Medium,Yes,False
TKT000625,CUST00402,2024-08-08,Billing,Medium,No,False
TKT002366,CUST01546,2023-12-20,Other,High,Yes,False
TKT002268,CUST01484,2023-11-24,Billing,High,No,False
TKT001857,CUST01218,2025-05-02,Technical,Low,Yes,False
TKT001211,CUST00800,2025-01-14,Feature Request,High,Yes,False
TKT001623,CUST01082,2023-06-18,Feature Request,Low,Yes,False
TKT002242,CUST01467,2025-03-24,Technical,Medium,Yes,False
TKT000050,CUST00042,2024-09-24,Billing,Medium,Yes,False
TKT002534,CUST01668,2025-01-31,Billing,High,Yes,False
TKT002639,CUST01721,2024-11-09,Billing,High,Yes,False
TKT001520,CUST01015,2024-09-14,Technical,Low,No,False
TKT001701,CUST01125,2024-12-27,Other,Low,Yes,False
TKT000618,CUST00398,2025-02-07,Billing,High,Yes,False
TKT002213,CUST01449,2024-12-20,Feature Request,Low,Yes,False
TKT000249,CUST00167,2025-03-03,Billing,High,Yes,False
TKT002207,CUST01445,2024-03-04,Account,Medium,Yes,False
TKT003207,CUST02099,2024-09-12,Feature Request,Low,Yes,False
TKT002216,CUST01450,2024-06-22,Billing,Low,Yes,False
TKT003090,CUST02021,2024-04-20,Account,Low,Yes,False
TKT003745,CUST02430,2023-10-20,Billing,Medium,Yes,False
TKT003694,CUST02398,2024-04-02,Feature Request,Low,Yes,False
TKT000456,CUST00303,2025-02-04,Technical,Low,Yes,False
TKT000537,CUST00362,2025-01-31,Account,Low,Yes,False
TKT003793,CUST02458,2025-05-11,Account,Medium,No,False
TKT004233,CUST02769,2024-02-26,Billing,Medium,Yes,False
TKT001352,CUST00902,2025-03-11,Technical,High,Yes,False
TKT003980,CUST02574,2023-09-06,Technical,Medium,No,False
TKT004390,CUST02868,2023-10-02,Account,High,Yes,False
TKT002431,CUST01595,2025-02-13,Account,Medium,Yes,False
TKT001110,CUST00729,2025-02-15,Other,Low,No,False
TKT002800,CUST01828,2024-07-25,Feature Request,High,Yes,False
TKT003205,CUST02094,2024-03-24,Feature Request,Low,Yes,False
TKT003759,CUST02440,2024-01-20,Account,Low,Yes,False
TKT001151,CUST00754,2024-08-08,Other,Low,Yes,False
TKT001182,CUST00780,2025-01-05,Other,High,Yes,False
TKT001735,CUST01151,2025-03-21,Technical,Low,Yes,False
TKT000826,CUST00545,2024-10-31,Feature Request,Low,Yes,False
TKT002179,CUST01434,2024-11-15,Other,Low,No,False
TKT000769,CUST00505,2023-03-26,Billing,High,Yes,False
TKT000283,CUST00195,2024-06-13,Technical,Medium,Yes,False
TKT002217,CUST01450,2024-06-11,Account,Low,Yes,False
TKT001385,CUST00927,2025-03-23,Other,High,Yes,False
TKT001787,CUST01184,2024-12-11,Billing,Low,Yes,False
TKT004318,CUST02827,2024-01-22,Account,High,No,False
TKT004070,CUST02631,2025-04-16,Feature Request,Medium,Yes,False
TKT000750,CUST00498,2024-11-03,Other,Low,Yes,False
TKT002710,CUST01777,2024-09-21,Billing,Low,Yes,False
TKT000647,CUST00412,2025-04-20,Billing,Critical,Yes,False
TKT003438,CUST02236,2024-08-13,Other,High,Yes,False
TKT004502,CUST02948,2025-03-24,Feature Request,Medium,Yes,False
TKT000336,CUST00224,2025-05-19,Other,Low,Yes,False
TKT003975,CUST02572,2024-07-02,Other,High,Yes,False
TKT001638,CUST01086,2023-05-10,Other,Critical,Yes,False
TKT002649,CUST01725,2024-04-01,Other,High,Yes,False
TKT001477,CUST00995,2024-11-25,Account,Critical,Yes,False
TKT000651,CUST00418,2024-04-01,Other,Low,No,False
TKT004376,CUST02860,2025-05-07,Other,Low,Yes,False
TKT001325,CUST00883,2023-12-01,Feature Request,Low,Yes,False
TKT001267,CUST00846,2023-11-19,Billing,Low,Yes,False
TKT000599,CUST00389,2023-07-03,Account,Medium,Yes,False
TKT003467,CUST02256,2024-08-04,Feature Request,High,Yes,False
TKT000523,CUST00357,2023-09-14,Other,Critical,Yes,False
TKT001274,CUST00854,2024-07-29,Billing,Medium,Yes,False
TKT000210,CUST00148,2024-06-13,Feature Request,High,Yes,False
TKT004617,CUST99250,2024-09-02,Technical,Medium,Yes,True
TKT001535,CUST01023,2025-04-17,Billing,Medium,Yes,False
TKT003493,CUST02268,2024-11-06,Billing,High,No,False
TKT003365,CUST02198,2025-02-08,Feature Request,Low,Yes,False
TKT000410,CUST00281,2025-02-27,Feature Request,Medium,Yes,False
TKT000601,CUST00390,2025-04-25,Billing,High,Yes,False
TKT004012,CUST02594,2024-05-17,Technical,Low,Yes,False
TKT003332,CUST02182,2025-01-11,Billing,Medium,Yes,False
TKT003535,CUST02287,2025-03-08,Billing,Critical,Yes,False
TKT003764,CUST02441,2024-11-15,Account,Low,No,False
TKT001070,CUST00698,2025-03-10,Feature Request,Low,Yes,False
TKT000379,CUST00252,2024-08-21,Technical,Medium,No,False
TKT003238,CUST02121,2024-10-21,Technical,Low,Yes,False
TKT004065,CUST02628,2025-04-30,Account,Low,Yes,False
TKT001038,CUST00675,2025-01-04,Feature Request,Low,Yes,False
TKT003081,CUST02010,2025-01-19,Technical,Low,Yes,False
TKT001331,CUST00886,2024-11-06,Feature Request,Low,Yes,False
TKT001645,CUST01091,2024-12-26,Billing,Low,No,False
TKT002835,CUST01849,2024-10-04,Billing,High,Yes,False
TKT002001,CUST01325,2023-05-05,Technical,Critical,Yes,False
TKT000775,CUST00508,2024-12-29,Other,Medium,Yes,False
TKT002084,CUST01381,2025-01-22,Other,Low,Yes,False
TKT004593,CUST02997,2024-11-21,Other,Critical,Yes,False
TKT000566,CUST00377,2025-03-13,Other,Low,Yes,False
TKT003665,CUST02373,2025-01-31,Other,Medium,Yes,False
TKT003578,CUST02315,2025-02-11,Account,Low,Yes,False
TKT002434,CUST01596,2025-04-01,Feature Request,High,No,False
TKT002218,CUST01452,2025-04-07,Technical,Critical,No,False
TKT000875,CUST00568,2025-03-05,Account,High,Yes,False
TKT001444,CUST00961,2025-04-29,Technical,Low,Yes,False
TKT004350,CUST02843,2024-06-17,Billing,Low,Yes,False
TKT000851,CUST00557,2024-04-19,Account,Medium,Yes,False
TKT001137,CUST00749,2024-04-16,Feature Request,Low,Yes,False
TKT002227,CUST01457,2025-04-29,Technical,Low,Yes,False
TKT000414,CUST00282,2024-09-08,Account,Low,Yes,False
TKT004241,CUST02775,2024-10-30,Billing,Medium,Yes,False
TKT002676,CUST01750,2025-05-30,Feature Request,Low,Yes,False
TKT000896,CUST00581,2024-08-31,Billing,Medium,No,False
TKT003228,CUST02115,2025-01-22,Feature Request,High,Yes,False
TKT003482,CUST02261,2024-01-13,Feature Request,Low,Yes,False
TKT003859,CUST02489,2025-03-15,Feature Request,High,Yes,False
TKT002132,CUST01410,2025-05-29,Account,Low,Yes,False
TKT004206,CUST02742,2024-07-25,Other,Medium,Yes,False
TKT003214,CUST02105,2024-01-24,Feature Request,Low,Yes,False
TKT001974,CUST01313,2024-09-15,Other,Medium,No,False
TKT000463,CUST00309,2024-09-19,Account,High,Yes,False
TKT003731,CUST02424,2024-05-04,Feature Request,Medium,No,False
TKT000527,CUST00359,2025-04-18,Billing,Medium,Yes,False
TKT003527,CUST02285,2024-07-27,Billing,Medium,No,False
TKT001629,CUST01083,2024-12-15,Technical,Low,Yes,False
TKT002089,CUST01382,2025-04-25,Technical,Medium,Yes,False
TKT004154,CUST02704,2025-03-25,Billing,Low,Yes,False
TKT002749,CUST01798,2023-09-02,Other,Medium,Yes,False
TKT001646,CUST01091,2025-02-09,Technical,Medium,Yes,False
TKT003433,CUST02234,2025-05-16,Account,Low,Yes,False
TKT000565,CUST00376,2025-05-31,Billing,Low,No,False
TKT000408,CUST00279,2024-11-26,Other,Medium,Yes,False
TKT001934,CUST01274,2025-03-09,Feature Request,Medium,Yes,False
TKT002035,CUST01343,2023-06-19,Technical,Low,Yes,False
TKT003909,CUST02512,2025-04-22,Account,Low,Yes,False
TKT003222,CUST02112,2024-09-26,Technical,High,Yes,False
TKT000525,CUST00357,2024-04-23,Account,High,No,False
TKT003733,CUST02424,2023-03-01,Billing,Medium,Yes,False
TKT002479,CUST01628,2025-05-04,Technical,Medium,Yes,False
TKT004271,CUST02797,2024-12-16,Account,High,Yes,False
TKT003320,CUST02176,2025-01-29,Account,Medium,Yes,False
TKT000284,CUST00195,2024-10-19,Other,Low,Yes,False
TKT004492,CUST02943,2024-11-09,Billing,High,Yes,False
TKT003877,CUST02496,2024-11-13,Billing,Medium,No,False
TKT003718,CUST02414,2025-04-03,Technical,Low,Yes,False
TKT002682,CUST01755,2024-05-22,Other,High,Yes,False
TKT003453,CUST02243,2024-02-19,Billing,Low,Yes,False
TKT000882,CUST00571,2024-10-09,Billing,Low,No,False
TKT002873,CUST01869,2025-02-27,Account,Low,Yes,False
TKT000350,CUST00229,2025-03-08,Feature Request,Low,Yes,False
TKT002765,CUST01811,2025-04-11,Account,Medium,Yes,False
TKT003342,CUST02186,2025-03-16,Account,Medium,Yes,False
TKT000256,CUST00173,2023-03-22,Feature Request,Low,Yes,False
TKT003928,CUST02524,2025-04-11,Account,Medium,No,False
TKT002872,CUST01869,2024-12-27,Other,Low,Yes,False
TKT004462,CUST02919,2025-04-14,Other,Medium,Yes,False
TKT002948,CUST01921,2025-02-17,Other,Low,Yes,False
TKT002293,CUST01497,2025-03-11,Other,Low,No,False
TKT001133,CUST00745,2024-04-08,Technical,Low,Yes,False
TKT002857,CUST01860,2024-06-09,Feature Request,High,Yes,False
TKT000538,CUST00363,2025-04-20,Other,Low,Yes,False
TKT003952,CUST02548,2024-08-29,Other,Low,No,False
TKT003264,CUST02135,2025-03-09,Other,High,Yes,False
TKT001256,CUST00832,2025-01-13,Billing,Medium,Yes,False
TKT003569,CUST02308,2023-12-02,Feature Request,Medium,Yes,False
TKT001492,CUST01003,2025-05-06,Account,High,Yes,False
TKT003399,CUST02220,2023-11-26,Technical,High,Yes,False
TKT001450,CUST00967,2024-08-29,Billing,Low,Yes,False
TKT001302,CUST00869,2024-10-28,Other,Low,Yes,False
TKT002671,CUST01742,2024-03-13,Feature Request,Medium,Yes,False
TKT003885,CUST02498,2024-08-14,Feature Request,Low,Yes,False
TKT002335,CUST01531,2024-09-12,Billing,High,No,False
TKT002596,CUST01699,2024-09-18,Technical,Low,Yes,False
TKT001264,CUST00844,2024-04-12,Technical,Medium,Yes,False
TKT000373,CUST00243,2025-05-12,Technical,Low,Yes,False
TKT000974,CUST00625,2024-08-14,Technical,High,Yes,False
TKT002178,CUST01434,2024-11-13,Technical,Medium,Yes,False
TKT003769,CUST02447,2024-08-29,Other,Low,Yes,False
TKT004419,CUST02890,2025-02-26,Technical,Low,Yes,False
TKT004255,CUST02786,2025-02-18,Feature Request,Low,Yes,False
TKT003707,CUST02410,2025-05-02,Account,Low,Yes,False
TKT000288,CUST00195,2024-02-08,Account,Low,Yes,False
TKT003468,CUST02256,2025-05-21,Other,Medium,Yes,False
TKT002285,CUST01491,2024-08-23,Technical,Low,Yes,False
TKT000376,CUST00248,2024-09-28,Billing,Low,Yes,False
TKT003364,CUST02198,2024-10-10,Account,Critical,Yes,False
TKT000816,CUST00541,2024-07-27,Billing,Low,Yes,False
TKT003281,CUST02144,2025-05-15,Billing,Medium,Yes,False
TKT003053,CUST01990,2024-12-14,Feature Request,Low,Yes,False
TKT002247,CUST01469,2023-11-29,Technical,Critical,Yes,False
TKT001335,CUST00888,2025-04-30,Other,Medium,Yes,False
TKT003874,CUST02495,2024-04-07,Account,Critical,Yes,False
TKT001835,CUST01205,2025-03-22,Billing,Medium,Yes,False
TKT004397,CUST02870,2024-12-30,Feature Request,High,Yes,False
TKT003676,CUST02386,2024-06-02,Other,Medium,Yes,False
TKT000821,CUST00542,2024-08-28,Account,Medium,Yes,False
TKT001526,CUST01018,2025-03-08,Other,Low,No,False
TKT000082,CUST00056,2024-12-10,Account,High,Yes,False
TKT000204,CUST00146,2024-05-04,Technical,Medium,Yes,False
TKT000295,CUST00199,2024-08-12,Technical,Low,No,False
TKT001603,CUST01068,2024-10-01,Feature Request,Medium,No,False
TKT003018,CUST01972,2024-03-31,Feature Request,High,No,False
TKT003913,CUST02514,2024-11-20,Account,High,Yes,False
TKT003258,CUST02131,2024-07-23,Billing,Low,Yes,False
TKT002427,CUST01590,2025-04-17,Technical,Medium,Yes,False
TKT001259,CUST00836,2024-10-19,Account,Low,Yes,False
TKT000867,CUST00565,2025-04-04,Billing,Medium,Yes,False
TKT003539,CUST02287,2025-02-23,Other,Medium,Yes,False
TKT003598,CUST02333,2024-05-10,Technical,Low,Yes,False
TKT003850,CUST02483,2024-12-25,Technical,Medium,Yes,False
TKT002715,CUST01779,2025-01-08,Feature Request,Medium,No,False
TKT001176,CUST00779,2024-03-09,Account,High,Yes,False
TKT003852,CUST02486,2025-04-25,Feature Request,Medium,Yes,False
TKT001659,CUST01105,2023-06-10,Other,Medium,Yes,False
TKT000044,CUST00038,2024-08-20,Other,Low,Yes,False
TKT001114,CUST00732,2024-11-09,Billing,Critical,Yes,False
TKT001344,CUST00896,2024-09-06,Feature Request,Low,Yes,False
TKT003767,CUST02445,2024-02-07,Feature Request,Medium,Yes,False
TKT003848,CUST02482,2024-08-07,Feature Request,Low,Yes,False
TKT000508,CUST00346,2025-05-28,Billing,Low,Yes,False
TKT002262,CUST01482,2024-02-14,Billing,Low,Yes,False
TKT000224,CUST00158,2025-02-04,Feature Request,Medium,Yes,False
TKT003697,CUST02400,2024-06-03,Other,High,Yes,False
TKT003579,CUST02315,2024-09-24,Feature Request,Medium,No,False
TKT002054,CUST01354,2025-01-03,Billing,Medium,Yes,False
TKT001548,CUST01028,2024-05-24,Technical,Low,Yes,False
TKT001255,CUST00831,2025-01-20,Billing,Medium,Yes,False
TKT002373,CUST01555,2023-06-24,Billing,High,Yes,False
TKT003322,CUST02176,2025-01-20,Other,Medium,Yes,False
TKT003039,CUST01983,2025-03-14,Other,Low,Yes,False
TKT001035,CUST00671,2025-02-18,Billing,High,Yes,False
TKT004044,CUST02613,2024-02-04,Account,Medium,Yes,False
TKT002109,CUST01394,2024-11-26,Technical,Medium,Yes,False
TKT001637,CUST01086,2024-10-23,Technical,Critical,Yes,False
TKT003344,CUST02190,2024-08-09,Other,Low,Yes,False
TKT003011,CUST01970,2025-03-23,Technical,Low,Yes,False
TKT003944,CUST02538,2025-03-30,Technical,Low,Yes,False
TKT004270,CUST02797,2025-04-19,Billing,Critical,Yes,False
TKT002695,CUST01764,2024-10-07,Feature Request,Low,No,False
TKT001773,CUST01170,2023-12-24,Account,Medium,Yes,False
TKT003143,CUST02060,2024-07-17,Billing,Low,Yes,False
TKT002510,CUST01648,2024-05-02,Other,Medium,Yes,False
TKT003466,CUST02255,2025-05-07,Billing,Medium,No,False
TKT001488,CUST00999,2024-04-14,Billing,Medium,Yes,False
TKT000700,CUST00455,2025-01-20,Billing,Critical,Yes,False
TKT004200,CUST02737,2024-04-25,Feature Request,Low,Yes,False
TKT000573,CUST00381,2024-11-23,Billing,Medium,Yes,False
TKT000304,CUST00203,2023-08-12,Other,Low,Yes,False
TKT001862,CUST01221,2023-10-09,Billing,Medium,Yes,False
TKT003582,CUST02318,2023-05-28,Other,High,Yes,False
TKT003160,CUST02069,2025-03-03,Other,Low,No,False
TKT002786,CUST01823,2024-12-28,Feature Request,Critical,Yes,False
TKT004168,CUST02712,2024-11-24,Account,Critical,Yes,False
TKT001756,CUST01159,2025-05-09,Feature Request,High,Yes,False
TKT002126,CUST01409,2025-01-29,Account,High,No,False
TKT002834,CUST01848,2023-04-16,Feature Request,Medium,Yes,False
TKT003514,CUST02277,2025-04-08,Feature Request,Medium,No,False
TKT000611,CUST00395,2025-03-19,Other,Critical,No,False
TKT004411,CUST02880,2025-04-01,Feature Request,High,Yes,False
TKT002287,CUST01493,2025-03-17,Technical,Medium,Yes,False
TKT000686,CUST00442,2024-06-11,Other,Low,Yes,False
TKT002052,CUST01354,2025-04-20,Billing,Low,Yes,False
TKT002819,CUST01843,2025-03-04,Feature Request,High,Yes,False
TKT000455,CUST00303,2025-05-13,Feature Request,High,Yes,False
TKT001798,CUST01190,2023-10-06,Technical,High,Yes,False
TKT001014,CUST00650,2023-11-22,Other,Low,Yes,False
TKT004515,CUST02953,2024-08-12,Other,Low,Yes,False
TKT003926,CUST02521,2024-07-11,Technical,High,No,False
TKT002071,CUST01369,2024-05-31,Technical,Low,Yes,False
TKT000744,CUST00494,2025-02-13,Account,Low,Yes,False
TKT001562,CUST01036,2024-10-07,Billing,Medium,Yes,False
TKT002891,CUST01878,2025-04-21,Other,Medium,No,False
TKT002374,CUST01555,2024-04-04,Feature Request,Medium,Yes,False
TKT002483,CUST01630,2023-08-26,Account,Low,Yes,False
TKT003947,CUST02540,2024-09-13,Account,Critical,Yes,False
TKT000409,CUST00280,2025-01-22,Technical,Medium,Yes,False
TKT000818,CUST00541,2024-09-19,Feature Request,Medium,Yes,False
TKT000804,CUST00528,2025-01-23,Technical,Medium,Yes,False
TKT000310,CUST00205,2025-04-24,Technical,Low,Yes,False
TKT000431,CUST00292,2023-03-27,Account,Medium,Yes,False
TKT003104,CUST02033,2023-11-16,Billing,Medium,Yes,False
TKT000407,CUST00276,2024-03-12,Technical,High,Yes,False
TKT002385,CUST01561,2025-03-13,Technical,Medium,No,False
TKT000801,CUST00524,2024-09-04,Feature Request,High,Yes,False
TKT004306,CUST02817,2024-11-02,Feature Request,Low,Yes,False
TKT001089,CUST00709,2025-01-28,Account,Medium,Yes,False
TKT001957,CUST01297,2025-04-08,Other,Medium,Yes,False
TKT002471,CUST01626,2025-04-18,Feature Request,Low,Yes,False
TKT001514,CUST01011,2024-08-08,Account,High,No,False
TKT000555,CUST00374,2024-11-06,Other,Low,Yes,False
TKT000587,CUST00384,2025-05-07,Billing,Critical,Yes,False
TKT002093,CUST01384,2023-11-25,Account,Low,Yes,False
TKT001691,CUST01118,2024-06-13,Other,Medium,Yes,False
TKT003708,CUST02412,2024-09-03,Other,Medium,Yes,False
TKT003096,CUST02027,2024-01-14,Account,Low,No,False
TKT001675,CUST01110,2025-02-17,Account,Low,Yes,False
TKT003062,CUST01995,2023-05-10,Feature Request,Medium,Yes,False
TKT003836,CUST02475,2025-05-16,Billing,Low,Yes,False
TKT003323,CUST02176,2025-03-23,Account,Critical,Yes,False
TKT004540,CUST02972,2025-05-06,Feature Request,Low,Yes,False
TKT002941,CUST01914,2025-05-25,Account,Low,No,False
TKT003240,CUST02122,2025-02-20,Technical,Medium,Yes,False
TKT002918,CUST01901,2025-05-22,Technical,Low,Yes,False
TKT003783,CUST02454,2024-02-14,Feature Request,Medium,Yes,False
TKT001521,CUST01015,2025-03-05,Billing,High,No,False
TKT003962,CUST02554,2025-04-16,Billing,Low,Yes,False
TKT000722,CUST00481,2024-07-30,Billing,Medium,Yes,False
TKT003170,CUST02077,2025-02-10,Feature Request,Medium,Yes,False
TKT003691,CUST02396,2024-04-18,Billing,Low,Yes,False
TKT004451,CUST02905,2023-03-26,Technical,Low,Yes,False
TKT003939,CUST02534,2025-04-10,Other,Low,Yes,False
TKT004612,CUST92517,2023-12-12,Technical,Medium,Yes,True
TKT001927,CUST01271,2024-11-14,Other,Medium,Yes,False
TKT000182,CUST00123,2025-02-23,Technical,High,Yes,False
TKT004225,CUST02757,2025-05-12,Technical,Medium,Yes,False
TKT004134,CUST02686,2025-01-25,Feature Request,Low,Yes,False
TKT001643,CUST01089,2025-01-17,Feature Request,Medium,Yes,False
TKT003182,CUST02083,2025-03-26,Billing,High,Yes,False
TKT001170,CUST00775,2025-04-29,Account,Low,Yes,False
TKT000904,CUST00589,2025-03-28,Account,Medium,Yes,False
TKT002105,CUST01393,2025-02-08,Technical,Medium,Yes,False
TKT000996,CUST00638,2024-10-02,Billing,Low,Yes,False
TKT002171,CUST01431,2025-03-09,Other,Medium,No,False
TKT001409,CUST00939,2025-03-23,Other,Medium,Yes,False
TKT004404,CUST02877,2024-10-29,Account,Low,Yes,False
TKT003631,CUST02358,2024-10-11,Billing,Low,No,False
TKT002396,CUST01567,2025-04-01,Account,Low,Yes,False
TKT002163,CUST01427,2024-04-02,Other,Medium,Yes,False
TKT004118,CUST02673,2024-04-14,Account,Low,Yes,False
TKT000541,CUST00364,2024-07-25,Other,Critical,Yes,False
TKT003499,CUST02270,2023-11-18,Feature Request,Low,Yes,False
TKT004108,CUST02659,2024-12-23,Other,High,Yes,False
TKT004005,CUST02588,2025-03-28,Feature Request,Medium,Yes,False
TKT001428,CUST00950,2024-07-19,Technical,Critical,Yes,False
TKT000261,CUST00180,2025-01-19,Billing,Low,Yes,False
TKT002850,CUST01858,2025-01-21,Billing,Low,Yes,False
TKT002869,CUST01866,2024-10-28,Account,Medium,Yes,False
TKT003095,CUST02024,2023-09-04,Billing,Low,Yes,False
TKT001465,CUST00988,2025-05-12,Other,Medium,Yes,False
TKT000837,CUST00551,2024-11-30,Billing,Low,Yes,False
TKT000403,CUST00276,2025-01-15,Feature Request,Low,Yes,False
TKT000969,CUST00623,2024-04-24,Other,Low,Yes,False
TKT004055,CUST02621,2024-10-18,Other,Critical,Yes,False
TKT000020,CUST00017,2024-11-14,Billing,Low,Yes,False
TKT003360,CUST02195,2025-04-10,Technical,Low,Yes,False
TKT000962,CUST00621,2024-02-20,Feature Request,Medium,No,False
TKT000019,CUST00017,2024-12-02,Technical,High,Yes,False
TKT001091,CUST00709,2025-04-03,Account,Low,Yes,False
TKT004258,CUST02794,2024-05-29,Billing,Low,No,False
TKT002097,CUST01387,2025-01-02,Other,High,Yes,False
TKT002976,CUST01940,2023-12-02,Feature Request,Medium,Yes,False
TKT000180,CUST00123,2025-05-08,Technical,High,No,False
TKT001096,CUST00713,2025-04-12,Account,Low,Yes,False
TKT000536,CUST00362,2025-02-12,Other,Low,No,False
TKT002949,CUST01921,2025-03-16,Billing,Medium,Yes,False
TKT002470,CUST01626,2025-04-04,Technical,Critical,Yes,False
TKT002736,CUST01792,2023-09-24,Other,Low,Yes,False
TKT000991,CUST00634,2025-02-20,Billing,Medium,Yes,False
TKT004188,CUST02724,2023-11-11,Technical,Medium,Yes,False
TKT000739,CUST00492,2025-04-03,Other,High,Yes,False
TKT000900,CUST00585,2024-12-25,Feature Request,High,Yes,False
TKT004011,CUST02594,2024-04-29,Technical,Medium,Yes,False
TKT003331,CUST02181,2024-09-14,Feature Request,High,No,False
TKT001100,CUST00715,2024-05-30,Feature Request,Medium,Yes,False
TKT003212,CUST02103,2024-12-30,Account,Low,Yes,False
TKT000939,CUST00609,2025-04-01,Other,Low,Yes,False
TKT000843,CUST00552,2025-05-05,Technical,High,Yes,False
TKT003897,CUST02507,2025-05-05,Billing,Medium,Yes,False
TKT003213,CUST02103,2025-01-29,Billing,Medium,Yes,False
TKT002245,CUST01468,2025-01-17,Technical,Medium,Yes,False
TKT004478,CUST02928,2025-03-31,Technical,Medium,Yes,False
TKT003382,CUST02210,2025-02-13,Technical,Low,Yes,False
TKT000870,CUST00566,2024-06-15,Other,Low,Yes,False
TKT003750,CUST02432,2023-08-21,Account,Low,Yes,False
TKT002358,CUST01543,2025-05-15,Account,Medium,Yes,False
TKT002221,CUST01453,2025-02-27,Other,High,Yes,False
TKT003350,CUST02192,2025-04-17,Account,Low,Yes,False
TKT002343,CUST01537,2025-02-28,Billing,Low,Yes,False
TKT000189,CUST00132,2024-06-26,Account,Medium,No,False
TKT001861,CUST01221,2023-11-30,Technical,Medium,Yes,False
TKT000429,CUST00291,2024-12-04,Billing,Low,Yes,False
TKT003271,CUST02138,2024-03-10,Other,Low,Yes,False
TKT000677,CUST00431,2024-11-17,Technical,Medium,Yes,False
TKT003800,CUST02459,2025-05-24,Other,Medium,Yes,False
TKT001859,CUST01220,2025-03-10,Feature Request,Medium,No,False
TKT004310,CUST02824,2024-11-07,Other,Low,Yes,False
TKT001542,CUST01025,2025-04-06,Billing,Medium,Yes,False
TKT003315,CUST02174,2024-04-01,Technical,Medium,No,False
TKT002603,CUST01701,2024-03-07,Billing,High,Yes,False
TKT000788,CUST00515,2024-03-29,Other,High,Yes,False
TKT002243,CUST01468,2025-03-13,Billing,Low,Yes,False
TKT000664,CUST00425,2024-11-19,Feature Request,Low,Yes,False
TKT000053,CUST00042,2024-11-21,Feature Request,Critical,Yes,False
TKT001616,CUST01073,2024-11-07,Technical,Low,Yes,False
TKT002753,CUST01799,2023-10-19,Billing,Low,No,False
TKT002555,CUST01677,2024-07-24,Billing,Low,Yes,False
TKT004281,CUST02800,2024-06-15,Billing,High,No,False
TKT001243,CUST00823,2023-10-17,Billing,High,Yes,False
TKT003518,CUST02278,2025-03-07,Billing,Medium,Yes,False
TKT001314,CUST00878,2025-02-27,Account,Low,No,False
TKT000986,CUST00631,2023-10-20,Feature Request,Medium,No,False
TKT003744,CUST02430,2024-11-16,Other,Low,Yes,False
TKT003648,CUST02367,2025-02-27,Account,Low,Yes,False
TKT001098,CUST00715,2023-11-21,Billing,Low,Yes,False
TKT003193,CUST02090,2024-12-13,Billing,Medium,Yes,False
TKT001125,CUST00738,2023-07-23,Billing,Medium,Yes,False
TKT000865,CUST00565,2025-05-26,Other,Low,Yes,False
TKT002094,CUST01387,2025-05-18,Other,Low,Yes,False
TKT003288,CUST02154,2025-05-06,Other,Low,Yes,False
TKT002574,CUST01687,2025-04-07,Other,Medium,Yes,False
TKT002407,CUST01575,2025-01-05,Account,Low,Yes,False
TKT000253,CUST00167,2025-03-25,Technical,High,No,False
TKT001483,CUST00997,2024-11-02,Other,Medium,Yes,False
TKT002010,CUST01331,2024-11-27,Other,Low,Yes,False
TKT002057,CUST01358,2025-04-30,Feature Request,Low,Yes,False
TKT000638,CUST00406,2025-03-24,Technical,Medium,No,False
TKT001229,CUST00814,2025-02-26,Technical,High,No,False
TKT001190,CUST00783,2025-04-22,Feature Request,Medium,No,False
TKT004512,CUST02951,2025-04-06,Billing,Low,Yes,False
TKT001004,CUST00645,2024-09-24,Other,Medium,Yes,False
TKT001515,CUST01011,2024-08-19,Billing,Medium,Yes,False
TKT002297,CUST01502,2025-01-29,Feature Request,Critical,Yes,False
TKT001269,CUST00849,2025-01-07,Billing,Critical,Yes,False
TKT000457,CUST00304,2024-11-05,Billing,High,Yes,False
TKT000526,CUST00359,2023-12-02,Feature Request,Low,Yes,False
TKT001227,CUST00811,2025-04-20,Billing,Medium,No,False
TKT000090,CUST00060,2025-02-23,Feature Request,Low,Yes,False
TKT002306,CUST01506,2025-02-10,Billing,Low,Yes,False
TKT003889,CUST02502,2023-12-15,Other,Medium,Yes,False
TKT003361,CUST02197,2025-03-21,Account,Low,No,False
TKT000710,CUST00467,2024-05-15,Billing,Low,Yes,False
TKT000726,CUST00483,2024-07-24,Account,Medium,Yes,False
TKT003411,CUST02226,2024-05-09,Feature Request,Low,No,False
